Name,OS,Price,Resolution,Screen,Size,Primary,Secondary,Weight,Sensors,Announced
HTC Merge,"Android OS, v2.2 (Froyo)",,480 x 800 pixels (~246 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",3.8 inches (~55.0% screen-to-body ratio),"5 MP, autofocus, LED flash",No,198,"Accelerometer, proximity, compass","2011, February"
HTC Desire HD2,"Android OS, v2.3 (Gingerbread)",,540 x 960 pixels (~256 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",4.3 inches,"8 MP, autofocus, dual-LED flash",Yes,-,"Accelerometer, proximity, compass",Not officially announced yet
HTC Desire S,"Android OS, v2.3 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",,480 x 800 pixels (~252 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",3.7 inches (~56.7% screen-to-body ratio),"5 MP, autofocus, LED flash",VGA,130,"Accelerometer, proximity, compass","2011, February"
HTC Wildfire S,"Android OS, v2.3 (Gingerbread), upgradable to v2.3.5 (Gingerbread)",,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen,  256K colors",3.2 inches (~50.7% screen-to-body ratio),"5 MP, autofocus, LED flash",No,105,"Accelerometer, proximity, compass","2011, February"
HTC Salsa,"Android OS, v2.3 (Gingerbread)",,320 x 480 pixels (~170 ppi pixel density),"TFT capacitive touchscreen, 16M colors",3.4 inches (~53.6% screen-to-body ratio),"5 MP, autofocus, LED flash",VGA,120,"Accelerometer, proximity, compass","2011, February"
HTC ChaCha,"Android OS, v2.3 (Gingerbread)",,480 x 320 pixels (~222 ppi pixel density),"TFT capacitive touchscreen, 256K colors",2.6 inches (~27.2% screen-to-body ratio),"5 MP, autofocus, LED flash",VGA,120,"Accelerometer, proximity, compass","2011, February"
HTC Incredible S,"Android OS, v2.2 (Froyo), v2.3 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",,480 x 800 pixels (~233 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",4.0 inches (~59.3% screen-to-body ratio),"8 MP, autofocus, dual-LED flash",1.3 MP,135,"Accelerometer, proximity, compass","2011, February"
HTC Flyer,"Android OS, v2.3.3 (Gingerbread), upgradable to v3.2 (Honeycomb)",,600 x 1024 pixels (~170 ppi pixel density),"LCD capacitive touchscreen, 16M colors",7.0 inches (~57.8% screen-to-body ratio),"5 MP, autofocus",1.3 MP,420,"Accelerometer, compass","2011, February. Released 2011, May"
HTC Sensation,"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",,540 x 960 pixels (~256 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",4.3 inches (~61.8% screen-to-body ratio),"8 MP, autofocus, dual-LED flash",VGA,148,"Accelerometer, gyro, proximity, compass","2011, April. Released 2011, May"
HTC Ignite,Microsoft Windows Phone 7,,480 x 800 pixels (~252 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",3.7 inches,"5 MP, autofocus",No,-,"Accelerometer, proximity",Not officially announced yet
HTC Prime,Microsoft Windows Phone 7,,480 x 800 pixels (~252 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",3.7 inches,"5 MP, autofocus, LED flash",No,-,"Accelerometer, proximity",Not officially announced yet
HTC HD7S,Microsoft Windows Phone 7,,480 x 800 pixels (~217 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",4.3 inches (~63.4% screen-to-body ratio),"5 MP, autofocus, dual-LED flash",No,162,"Accelerometer, proximity, compass","2011, March"
HTC EVO 3D CDMA,"Android OS, v2.3 (Gingerbread)",,540 x 960 pixels (~256 ppi pixel density),"3D S-LCD capacitive touchscreen, 16M colors",4.3 inches (~60.8% screen-to-body ratio),"5 MP, autofocus, dual-LED flash",1.3 MP,170,"Accelerometer, gyro, proximity, compass","2011, March. Released 2011, June"
HTC EVO View 4G,"Android OS, v2.4 (Gingerbread)",,600 x 1024 pixels (~170 ppi pixel density),"LCD capacitive touchscreen, 16M colors",7.0 inches (~62.8% screen-to-body ratio),"5 MP, autofocus",1.3 MP,425,"Accelerometer, proximity, compass","2011, March"
HTC Sensation 4G,"Android OS, v2.3 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",,540 x 960 pixels (~256 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",4.3 inches (~61.8% screen-to-body ratio),"8 MP, autofocus, dual-LED flash",VGA,148,"Accelerometer, gyro, proximity, compass","2011, April. Released 2011, June 8th"
HTC DROID Incredible 2,"Android OS, v2.2 (Froyo), upgradable to v4.0 (Ice Cream Sandwich)",,480 x 800 pixels (~233 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",4.0 inches (~59.0% screen-to-body ratio),"8 MP, autofocus, dual-LED flash",1.3 MP,135,"Accelerometer, proximity, compass","2011, April"
HTC Rider,Android OS,,540 x 960 pixels (~256 ppi pixel density),"3D S-LCD capacitive touchscreen, 16M colors",4.3 inches,"8 MP, autofocus, LED flash",1.3 MP,-,"Accelerometer, gyro, proximity, compass",Not officially announced yet
HTC Glacier,"Android OS, v2.2 (Froyo)",,480 x 800 pixels (~246 ppi pixel density),"TFT capacitive touchscreen, 16M colors",3.8 inches,"5 MP, autofocus, LED flash",VGA videocall camera,-,"Accelerometer, proximity, compass",Not officially announced yet
HTC Flyer Wi-Fi,"Android OS, v2.3.3 (Gingerbread), upgradable to v3.2 (Honeycomb)",,600 x 1024 pixels (~170 ppi pixel density),"LCD capacitive touchscreen, 16M colors",7.0 inches (~57.8% screen-to-body ratio),"5 MP, autofocus",1.3 MP,420,"Accelerometer, compass","2011, February"
HTC Lead,"Android OS, v2.3 (Gingerbread)",,480 x 800 pixels (~217 ppi pixel density),"Capacitive touchscreen, 16M colors",4.3 inches,"5 MP, autofocus",No,-,"Accelerometer, proximity",Not officially announced yet
HTC Raider 4G,"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",,540 x 960 pixels (~245 ppi pixel density),"TFT capacitive touchscreen, 16M colors",4.5 inches (~65.1% screen-to-body ratio),"8 MP, autofocus, dual-LED flash",1.3 MP,177,"Accelerometer, gyro, proximity","2011, September. Released 2011, October"
HTC Trophy,Microsoft Windows Phone 7,,480 x 800 pixels (~246 ppi pixel density),"TFT capacitive touchscreen, 16M colors",3.8 inches (~56.6% screen-to-body ratio),"5 MP, autofocus, LED flash",No,139,"Accelerometer, proximity","2011, May"
HTC Status,"Android OS, v2.3 (Gingerbread)",,480 x 320 pixels (~222 ppi pixel density),"TFT touchscreen,  256K colors",2.6 inches (~27.2% screen-to-body ratio),"5 MP, autofocus, LED flash",1.3 MP,120,"Accelerometer, proximity, compass","2011, June"
HTC Titan,Microsoft Windows Phone 7.5 Mango,,480 x 800 pixels (~199 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",4.7 inches (~67.6% screen-to-body ratio),"8 MP, autofocus, dual-LED flash",1.3 MP,160,"Accelerometer, gyro, proximity, compass","2011, August"
Xiaomi Mi 2,"Android OS, v4.1 (Jelly Bean), upgradable to v4.4.4 (KitKat)",,720 x 1280 pixels (~342 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",4.3 inches (~65.2% screen-to-body ratio),"8 MP, f/2.0, 27mm, autofocus, LED flash","2 MP, 1080p@30fps",145,"Accelerometer, gyro, proximity, compass, barometer","2012, August"
Xiaomi Mi 1S,"Android OS, v4.0 (Ice Cream Sandwich)",,480 x 854 pixels (~245 ppi pixel density),"TFT capacitive touchscreen, 16M colors",4.0 inches (~56.0% screen-to-body ratio),"8 MP, f/2.2, 28mm, autofocus, LED flash",2 MP,149,"Accelerometer, proximity, compass","2012, August"
Xiaomi Mi 2S,"Android OS, v4.1 (Jelly Bean), upgradable to v4.4.4 (KitKat)",,720 x 1280 pixels (~342 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",4.3 inches (~65.2% screen-to-body ratio),"8 MP, f/2.2 (16 GB version) / 13 MP, f/2.2 (32 GB version), autofocus, LED flash","2 MP, 1080p@30fps",145,"Accelerometer, gyro, proximity, compass","2013, April"
Xiaomi Redmi,"Android OS, v4.2 (Jelly Bean)",,720 x 1280 pixels (~312 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",4.7 inches (~64.4% screen-to-body ratio),"8 MP, f/2.2, 28mm, autofocus, dual-LED flash","1.3 MP, 720p@30fps",158,"Accelerometer, gyro, proximity, compass","2013, July"
Xiaomi Mi 3,"Android OS, v4.3 (Jelly Bean), upgradable to v4.4.2 (KitKat), planned upgrade to v6.0 (Marshmallow)",,1080 x 1920 pixels (~441 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~65.0% screen-to-body ratio),"13 MP, f/2.2, 28mm, autofocus, dual-LED flash","2 MP, f/2.2, 1080p@30fps",145,"Accelerometer, gyro, proximity, compass, barometer","2013, September"
Xiaomi Redmi Note,"Android OS, v4.2 (Jelly Bean)",,720 x 1280 pixels (~267 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~68.8% screen-to-body ratio),"13 MP, f/2.2, 28mm, autofocus, LED flash",5 MP,199,"Accelerometer, gyro, proximity, compass","2014, March"
Xiaomi Mi Pad 7.9,"Android OS, v4.4.4 (KitKat)",,1536 x 2048 pixels (~326 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",7.9 inches (~69.8% screen-to-body ratio),"8 MP, f/2.0",5 MP,360,"Accelerometer, gyro","2014, March"
Xiaomi Redmi 1S,"Android OS, v4.3 (Jelly Bean), upgradable to v4.4 (KitKat)",,720 x 1280 pixels (~312 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",4.7 inches (~64.4% screen-to-body ratio),"8 MP, f/2.2, autofocus, LED flash","1.6 MP, 720p@30fps",158,"Accelerometer, gyro, proximity, compass","2014, May"
Xiaomi Mi 4,"Android OS, v4.4.3 (KitKat), upgradable to v6.0.1 (Marshmallow)",,1080 x 1920 pixels (~441 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~72.3% screen-to-body ratio),"13 MP, f/1.8, autofocus, LED flash","8 MP, f/1.8, 1080p@30fps",149,"Accelerometer, gyro, proximity, compass, barometer","2014, July"
Xiaomi Redmi Note 4G,"Android OS, v4.2 (Jelly Bean), upgradable to v4.4.2 (KitKat)",,720 x 1280 pixels (~267 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~68.8% screen-to-body ratio),"13 MP, f/2.2, 28 mm, autofocus, LED flash","5 MP, 720p",185,"Accelerometer, gyro, proximity, compass","2014, August"
Xiaomi Mi 4 LTE,"Android OS, v4.4.3 (KitKat)",,1080 x 1920 pixels (~441 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~72.3% screen-to-body ratio),"13 MP, f/1.8, autofocus, LED flash","8 MP, f/1.8, 1080p@30fps",149,"Accelerometer, gyro, proximity, compass, barometer","2014, December"
Xiaomi Redmi 2,"Android OS, v4.4.4 (KitKat)",,720 x 1280 pixels (~312 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",4.7 inches (~67.6% screen-to-body ratio),"8 MP, f/2.2, 28mm, autofocus, LED flash","2 MP, 720p",133,"Accelerometer, gyro, proximity, compass","2015, August"
Xiaomi Mi Note,"Android OS, v4.4.4 (KitKat), planned upgrade to v6.0 (Marshmallow)",,1080 x 1920 pixels (~386 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.7 inches (~74.4% screen-to-body ratio),"13 MP, f/2.0, OIS, autofocus, dual-LED (dual tone) flash","4 MP, f/2.0, 1080p (1/3' sensor size, 2Âµm pixel size)",161,"Accelerometer, gyro, proximity, compass, barometer","2015, January"
Xiaomi Mi 5,"Android OS, v5.1.1 (Lollipop)",,1440 x 2560 pixels (~554 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.3 inches,"16 MP, autofocus, OIS, dual-LED flash","6 MP, 1080p",-,"Fingerprint (ultrasound), accelerometer, gyro, proximity, compass, barometer","Exp. announcement 2016, January"
Xiaomi Redmi Note 2,"Android OS, v5.0 (Lollipop)",,1080 x 1920 pixels (~403 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~71.5% screen-to-body ratio),"13 MP, f/2.2, phase detection autofocus, LED flash","5 MP, f/2.0, 720p",160,"Accelerometer, gyro, proximity, compass","2015, August"
Xiaomi Mi 4i,"Android OS, v5.0.2 (Lollipop)",,1080 x 1920 pixels (~441 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~71.7% screen-to-body ratio),"13 MP, f/2.0, autofocus, dual-LED (dual tone) flash","5 MP, f/1.8",130,"Accelerometer, gyro, proximity, compass","2015, April"
Xiaomi Mi 5 Plus,"Android OS, v5.1 (Lollipop)",,1440 x 2560 pixels (~515 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.7 inches (~74.4% screen-to-body ratio),"13 MP, autofocus, dual-LED (dual tone) flash","4 MP, 1080p",160,"Fingerprint (ultrasound), accelerometer, gyro, proximity, compass, barometer","Exp. announcement 2016, January"
Xiaomi Redmi 2 Prime,"Android OS, v4.4.4 (KitKat)",,720 x 1280 pixels (~312 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",4.7 inches (~67.8% screen-to-body ratio),"8 MP, f/2.2, 28mm, autofocus, LED flash","2 MP, 720p",-,"Accelerometer, gyro, proximity, compass","2015, August"
Xiaomi Mi 4c,"Android OS, v5.1.1 (Lollipop)",,1080 x 1920 pixels (~441 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~71.7% screen-to-body ratio),"13 MP, f/2.0, 24mm, phase detection autofocus, dual-LED (dual tone) flash","5 MP, f/2.0, 1080p",132,"Accelerometer, gyro, proximity, compass","2015, September"
Xiaomi Redmi 2 Pro,"Android OS, v4.4.4 (KitKat)",,720 x 1280 pixels (~312 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",4.7 inches,,,-,"Accelerometer, gyro, proximity, compass","Exp. announcement 2015, Q4"
Xiaomi Redmi Note 3 (MediaTek),"Android OS, v5.0.2 (Lollipop)",,1080 x 1920 pixels (~403 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~72.4% screen-to-body ratio),"13 MP, f/2.2, phase detection autofocus, dual-LED (dual tone) flash","5 MP, f/2.0, 1080p",164,"Fingerprint, accelerometer, gyro, proximity, compass","2015, November"
Xiaomi Mi Pad 2,Android OS/ Optional Windows 10 (64 GB model),,1536 x 2048 pixels (~326 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",7.9 inches (~71.8% screen-to-body ratio),"8 MP, f/2.0",5 MP,322,"Accelerometer, gyro, compass","2015, November"
Xiaomi Redmi Note Prime,"Android OS, v4.4.4 (KitKat)",,720 x 1280 pixels (~267 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~68.8% screen-to-body ratio),"13 MP, f/2.2, 28mm, autofocus, LED flash","5 MP, 720p",185,"Accelerometer, gyro, proximity, compass","2015, December"
Xiaomi Redmi 3,"Android OS, v5.1 (Lollipop)",,720 x 1280 pixels (~294 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~71.1% screen-to-body ratio),"13 MP, f/2.0, phase detection autofocus, LED flash","5 MP, f/2.2, 1080p@30fps",144,"Accelerometer, gyro, proximity, compass","2016, January"
Xiaomi Mi 4s,"Android OS, v5.1 (Lollipop)",,1080 x 1920 pixels (~441 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~69.9% screen-to-body ratio),"13 MP, f/2.0, phase detection autofocus, dual-LED (dual tone) flash","5 MP, f/2.0, 1080p",133,"Fingerprint, accelerometer, gyro, proximity, compass","2016, February"
Xiaomi Redmi 3 Pro,"Android OS, v5.1 (Lollipop)",,720 x 1280 pixels (~294 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~71.1% screen-to-body ratio),"13 MP, f/2.0, phase detection autofocus, LED flash, check quality","5 MP, f/2.2, 1080p@30fps",144,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","2016, March"
Xiaomi Mi Note 2,"Android OS, v6.0 (Marshmallow)",,1080 x 1920 pixels (~386 ppi pixel density),"AMOLED capacitive touchscreen, 16M colors",5.7 inches (~74.2% screen-to-body ratio),"22.5 MP, f/2.0, EIS (gyro), phase detection autofocus, dual-LED (dual tone) flash, check quality","8 MP, f/2.0, autofocus",166,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","2016, October"
Xiaomi Mi Max,"Android OS, v6.0 (Marshmallow)",,1080 x 1920 pixels (~342 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",6.44 inches (~74.8% screen-to-body ratio),"16 MP, f/2.0, phase detection autofocus, dual-LED (dual tone) flash, check quality","5 MP, f/2.0",203,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","2016, May"
Xiaomi Mi 6 Plus,Android 6.0 (Marshmallow),,"1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2","Dual: 12 MP (1/2.5"", 1.4 Âµm), phase detection autofocus, dual-LED dual-tone flash","8 MP, 1080p",-,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",
Xiaomi Mi 6c,Android 7.1 (Nougat),,"1080 x 1920 pixels, 16:9 ratio (~428 ppi density)","IPS LCD capacitive touchscreen, 16M colors","5.15 inches, 73.1 cm2","Dual: 12 MP (1/2.9"", 1.25 Âµm, PDAF, OIS) + 5 MP; phase detection autofocus, dual-LED dual-tone flash","8 MP (f/2.2, 27mm), 1080p",-,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Not announced yet
OnePlus One,"Android OS, v4.4.2 (KitKat), upgradable to v5.1.1 (Lollipop)",,1080 x 1920 pixels (~401 ppi pixel density),"LTPS IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~71.9% screen-to-body ratio),"13 MP, f/2.0, autofocus, dual-LED flash","5 MP, f/2.0, 1080p@30fps",162,"Accelerometer, gyro, proximity, compass","2014, April"
OnePlus 2,"Android OS, v5.1 (Lollipop), upgradable to v6.0.1 (Marshmallow)",,1080 x 1920 pixels (~401 ppi pixel density),"LTPS IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~73.3% screen-to-body ratio),"13 MP, f/2.0, OIS, laser autofocus, dual-LED flash, check quality","5 MP, f/2.4, 1080p@30fps",175,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","2015, July"
OnePlus X,"Android OS, v5.1.1 (Lollipop)",,1080 x 1920 pixels (~441 ppi pixel density),"AMOLED capacitive touchscreen, 16M colors",5.0 inches (~71.3% screen-to-body ratio),"13 MP, f/2.2, phase detection autofocus, LED flash","8 MP, f/2.4",138,"Accelerometer, gyro, proximity","2015, October"
OnePlus 3,"Android OS, v6.0.1 (Marshmallow)",,1080 x 1920 pixels (~401 ppi pixel density),"Optic AMOLED capacitive touchscreen, 16M colors",5.5 inches (~73.1% screen-to-body ratio),"16 MP, f/2.0, phase detection autofocus, OIS, LED flash","8 MP, f/2.0, 1/3.2"" sensor size, 1.4 Âµm pixel size, 1080p",158,"Fingerprint, accelerometer, gyro, proximity, compass","2016, June"
Huawei Honor 3,"Android OS, v4.2.2 (Jelly Bean)",,720 x 1280 pixels (~312 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",4.7 inches (~68.1% screen-to-body ratio),"13 MP, autofocus, LED flash","1.3 MP, 720p@30fps",138,"Accelerometer, gyro, proximity, compass","2013, August"
Huawei Honor 3X G750,"Android OS, v4.2.2 (Jelly Bean)",,720 x 1280 pixels (~267 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~72.1% screen-to-body ratio),"13 MP, autofocus, LED flash",5 MP,162,"Accelerometer, gyro, proximity, compass","2013, December"
Huawei Honor 3C,"Android OS, v4.2.2 (Jelly Bean)",,720 x 1280 pixels (~294 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~69.2% screen-to-body ratio),"8 MP, f/2.0, 28mm, autofocus, LED flash","5 MP, f/2.4, 22mm",140,"Accelerometer, proximity, compass","2013, December"
Huawei Honor 3C 4G,"Android OS, v4.4.2 (KitKat)",,720 x 1280 pixels (~294 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~69.2% screen-to-body ratio),"8 MP, autofocus, LED flash",5 MP,140,"Accelerometer, proximity, compass","2014, May"
Huawei Honor 3X Pro,"Android OS, v4.2.2 (Jelly Bean)",,1080 x 1920 pixels (~401 ppi pixel density),"LTPS IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~72.1% screen-to-body ratio),"13 MP, autofocus, LED flash",5 MP,162,"Accelerometer, gyro, proximity, compass","2014, May"
Huawei Honor 6,"Android OS, v4.4.2 (KitKat), v5.1.1 (Lollipop), planned upgrade to v6.0 (Marshmallow)",,1080 x 1920 pixels (~445 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~69.6% screen-to-body ratio),"13 MP, f/2.0, 28mm, autofocus, dual-LED flash","5 MP, f/2.4, 22mm",130,"Accelerometer, gyro, proximity, compass","2014, June"
Huawei Honor 3C Play,"Android OS, v4.2.2 (Jelly Bean)",,720 x 1280 pixels (~294 ppi pixel density),"Capacitive touchscreen, 16M colors",5.0 inches (~67.0% screen-to-body ratio),"8 MP, autofocus, LED flash",2 MP,156,"Accelerometer, proximity, compass","2014, August"
Huawei Honor 4 Play,"Android OS, v4.4.4 (KitKat)",,720 x 1280 pixels (~294 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~66.9% screen-to-body ratio),"8 MP, autofocus, LED flash",2 MP,160,"Accelerometer, proximity, compass","2014, September"
Huawei Honor Holly,"Android OS, v4.4.2 (KitKat)",,720 x 1280 pixels (~294 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~67.0% screen-to-body ratio),"8 MP, f/2.0, autofocus, LED flash",2 MP,156,"Accelerometer, proximity, compass","2014, October"
Huawei Honor 4X,"Android OS, v4.4.2 (KitKat)/  v5.0 (Lollipop), planned upgrade to v6.0 (Marshmallow)",,720 x 1280 pixels (~267 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~70.6% screen-to-body ratio),"13 MP, f/2.0, autofocus, LED flash","5 MP, 720p",165,"Accelerometer, proximity, compass","2014, October"
Huawei Honor 6 Plus,"Android OS, v4.4.2 (KitKat), planned upgrade to v6.0 (Marshmallow)",,1080 x 1920 pixels (~401 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~73.2% screen-to-body ratio),"Dual 8 MP, f/2.0, autofocus, dual-LED flash","8 MP, f/2.4, 1080p@30fps",165,"Accelerometer, gyro, proximity, compass","2014, December"
Huawei Honor 4C,"Android OS, v4.4.2 (KitKat), v5.1 (Lollipop), planned upgrade to v6.0 (Marshmallow)",,720 x 1280 pixels (~294 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~66.9% screen-to-body ratio),"13 MP, f/2.0, autofocus, LED flash","5 MP, 720p",162,"Accelerometer, proximity, compass","2015, April"
Huawei Honor Bee,"Android OS, v4.4.2 (KitKat)",,480 x 854 pixels (~218 ppi pixel density),"TFT capacitive touchscreen, 16M colors",4.5 inches (~62.3% screen-to-body ratio),"8 MP, f/2.0, autofocus, dual-LED flash",2 MP,-,"Accelerometer, proximity","2015, May"
Huawei Honor 7i,"Android OS, v5.1.1 (Lollipop), planned upgrade to v6.0 (Marshmallow)",,1080 x 1920 pixels (~424 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.2 inches (~73.9% screen-to-body ratio),"13 MP, autofocus, dual-LED (dual tone) flash","13 MP, autofocus, LED flash",160,"Fingerprint, accelerometer, gyro, proximity, compass","2015, August"
Huawei Honor 5X,"Android OS, v5.1.1 (Lollipop)",,1080 x 1920 pixels (~401 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.5 inches (~72.2% screen-to-body ratio),"13 MP, f/2.0, 28mm, autofocus, LED flash","5 MP, f/2.4, 22mm",158,"Fingerprint, accelerometer, proximity, compass","2015, October"
Huawei Honor Holly 2 Plus,"Android OS, v5.1.1 (Lollipop)",,720 x 1280 pixels (~296 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~66.2% screen-to-body ratio),"13 MP, f/2.0, 28mm, autofocus, LED flash","5 MP, f/2.2",160,"Accelerometer, proximity","2016, January"
Huawei Honor 5A,Android 5.1 (Lollipop),,720 x 1280 pixels (~294 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.0 inches (~65.9% screen-to-body ratio),"13 MP, f/2.0, 28mm, autofocus, dual-LED flash","5 MP, LED flash",140,"Accelerometer, proximity, compass","2016, June"
Huawei Honor 5c,"Android OS, v6.0 (Marshmallow), planned upgrade to v7.0 (Nougat)",,1080 x 1920 pixels (~424 ppi pixel density),"IPS LCD capacitive touchscreen, 16M colors",5.2 inches (~68.7% screen-to-body ratio),"13 MP, f/2.0, autofocus, LED flash, check quality","8 MP, f/2.0",156,"Accelerometer, proximity, compass","2016, April"
Huawei Honor V8,"Android OS, v6.0 (Marshmallow)",,"1080 x 1920 pixels (KNT-AL10, KNT-TL10) (~386 ppi pixel density)
1440 x 2560 pixels (KNT-AL20) (~515 ppi pixel density)","IPS-NEO LCD capacitive touchscreen, 16M colors",5.7 inches (~73.5% screen-to-body ratio),"Dual 12 MP, f/2.2, 27 mm, phase detection autofocus, dual-LED (dual tone) flash","8 MP, f/2.4, 1080p",170,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","2016, May"
Huawei Honor Note 9,Android 7.0 (Nougat),,"1440 x 2560 pixels, 16:9 ratio (~445 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","6.6 inches, 120.1 cm2","Dual: 12 MP, autofocus, OIS, dual-LED dual-tone flash",8 MP,-,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Not announced yet
